user_id,date_of_activation,login_count,total_vault_events,time_to_activate
40b4a5d5cadf74ab48e0a465d7452488,2020-01-02,8.0,23.0,58034.0
d1c48a5f5a819ec821425859c4344ed3,2020-01-02,8.0,18.0,484.0
884fb8c9164323f92dd1215d86d05deb,2020-01-02,8.0,23.0,2813.0
5c0faff63b051d8f142c210e27b31a21,2020-01-02,3.0,16.0,5268.0
ae0aceff8bb99d0a51bbd306a3ad9fc8,2020-01-02,7.0,22.0,43273.0
cccbd301e655fcb564148e66cc7bf050,2020-01-02,4.0,10.0,25784.0
79ff83e1a9faddcc652c2284d20bbdcd,2020-01-02,9.0,28.0,20114.0
b2aee3444a66fb51a375b6b9e6ada709,2020-01-02,10.0,37.0,40405.0
bb330bb54621d325721f49c24d3db5c8,2020-01-02,1.0,5.0,8576.0
314f865cf6a2df66af87f36d994cc08f,2020-01-03,1.0,9.0,19300.0
81eb02b43f24dc2d7679de887b58bef5,2020-01-03,1.0,5.0,28856.0
6ae989280ab2e1571f56c580ebb334e5,2020-01-03,10.0,31.0,3533.0
796dc2f4135e3db27e12df91755b7554,2020-01-03,10.0,23.0,14396.0
ed1404f8e23fa6cd301ef22f190f9170,2020-01-03,9.0,25.0,2711.0
d1df5d04e9c5fdd920fed1b5df8ee18e,2020-01-03,1.0,6.0,6486.0
fcd7e5bae4b81ea4853cf08e1fffd550,2020-01-03,4.0,12.0,9432.0
e87aea02a659a7a97489c957e994e841,2020-01-03,0.0,,14530.0
cd9eb51d15755322d017146c5d3224a7,2020-01-03,7.0,16.0,17457.0
3c334eaacad6c9b0139b14feb1c1dda3,2020-01-03,10.0,27.0,577.0
e9a275b9ffd38497d1672f7079e51f7e,2020-01-03,10.0,36.0,2934.0
2322baaa7875ac412cd384747f35fa76,2020-01-03,5.0,20.0,8154.0
a2474a3d4d8add9459239c995faacaa9,2020-01-03,2.0,15.0,19650.0
587e0254a7bc1066c51f871527cc8ad4,2020-01-03,3.0,11.0,10007.0
4d47a888a724c3db3bf327fdf6741609,2020-01-03,10.0,35.0,7575.0
4c888ea89133bb6e53d7b097e934ef47,2020-01-03,5.0,14.0,15109.0
4da638073136badb3cee0c829413576b,2020-01-03,9.0,25.0,13685.0
be487b7256c06d3e4df44d94e8ef27d6,2020-01-03,4.0,12.0,27257.0
ec86c5e3f09e9d5a21ba0c8fed47b538,2020-01-03,8.0,28.0,1227.0
8e9c9f84e20d31b3e59f24eb49af6b64,2020-01-03,10.0,18.0,1766.0
7e6a22ccebf9d0e3388d10c5c997f246,2020-01-03,10.0,22.0,1496.0
36ac93784e4873a1b9b9da3b0540b482,2020-01-03,5.0,13.0,17486.0
24f2b7790f1350e34435c0f990bd0bc1,2020-01-03,9.0,27.0,25635.0
e874ffc13dde71732b3ea7454698909c,2020-01-03,4.0,16.0,20394.0
94ccd0d68345043672fac238b7b271a9,2020-01-03,0.0,5.0,5405.0
6764d34d8a606fdf8f0ef9eb99a4a559,2020-01-03,2.0,8.0,18784.0
b34cc12b3a9b4ec383442e1e161c69a0,2020-01-03,3.0,9.0,840.0
a36834d4de2b9a523625bfe400be1e71,2020-01-03,0.0,,48599.0
e8e227f36ac635b4ac39bda76f9c810b,2020-01-03,1.0,3.0,13646.0
92240f91c9a8a07785a56ab94eb5edfd,2020-01-03,10.0,26.0,39051.0
75e96576274374d947723f972e604c6a,2020-01-03,3.0,19.0,31639.0
5fd35caaf7f2d0417b21b64585f7d8dc,2020-01-03,4.0,10.0,8187.0
1c286d9a3e36c14316c129ef4518f4fb,2020-01-03,10.0,22.0,2896.0
32e8222b91e68b1ab3717a9130660743,2020-01-03,5.0,14.0,3590.0
09e1da50ac8b67cfee82b3c94651c430,2020-01-03,6.0,14.0,7279.0
2ca8673e7e1cb7bf9962f9e767836648,2020-01-03,6.0,18.0,3273.0
96da87dee753d7302788dd5991b501eb,2020-01-03,0.0,4.0,29107.0
f0e843d44ed03b5f9958dcaf35ada6d5,2020-01-03,0.0,2.0,12917.0
2e9e5fe3287e5c3f614ad2ee5b2f95aa,2020-01-03,9.0,23.0,46842.0
a4ebdf9eea945da2a064ff67bb5650e4,2020-01-03,10.0,28.0,10448.0
77c36b8a1b90be1c7a76147fd5c4a5eb,2020-01-03,7.0,29.0,36781.0
4a0e54776e0391e04c80076b518259a5,2020-01-03,6.0,23.0,274.0
b8d0fafd73e5b881cfd66333422154cd,2020-01-03,5.0,12.0,41773.0
cc6eb76d1f928894bdbc0c558bc98f50,2020-01-03,2.0,5.0,6017.0
74c2010d028966e5f055283021138fae,2020-01-03,6.0,20.0,26986.0
768a4249f4cb78d39e2aeee5ef980cd7,2020-01-03,1.0,4.0,16512.0
fee968a63ba7f44c7d1ac27a88dcca13,2020-01-03,1.0,3.0,10753.0
aa5583b63bf7e27e05a445e55dfc281d,2020-01-03,3.0,16.0,1156.0
d41d71d41d9ae29504c730434eabbcce,2020-01-03,2.0,11.0,50113.0
9dfb442b2ad79584b9797f3dcf7fe144,2020-01-03,5.0,16.0,11828.0
ae4a4c9152553af95f9bb58d3e103743,2020-01-03,4.0,14.0,45541.0
6421fe3fdffd3561603bdf1e11b45ac6,2020-01-03,6.0,17.0,539.0
f5d4070652a1502e6fb53f4de282142c,2020-01-03,2.0,9.0,13460.0
0c1234fc8357df0a28f9b87aeb474e58,2020-01-03,7.0,17.0,1922.0
3767f79f8032fb780a6d9959a2d4e26d,2020-01-03,10.0,43.0,20828.0
93c55a4313eeff88e025069333ffaa4a,2020-01-03,4.0,7.0,3321.0
8fd230ef2c5ef370c26120443e350e5d,2020-01-03,1.0,2.0,51148.0
1534575957eeb67539328d7d8b1669f0,2020-01-03,2.0,10.0,466.0
9cddaf3569a88fb4e357d48b91efdb05,2020-01-03,4.0,8.0,1320.0
2dafb420871a89ffda28caab7edf9a90,2020-01-03,5.0,10.0,34586.0
c93a2b188c2de5174fa3de4d573400b5,2020-01-03,10.0,24.0,5151.0
cc26986ead295e504d280e4a95a6ca24,2020-01-03,7.0,31.0,2889.0
0d032c1ea001948acf402df513ff4367,2020-01-03,4.0,11.0,28846.0
413ca9f9f5026e5d5dab27950a67cd38,2020-01-03,9.0,27.0,5559.0
6a7a2176a04d510aef4deb4219278709,2020-01-03,7.0,18.0,33447.0
094ffcec2a933225b63834ebb1160fe4,2020-01-03,2.0,6.0,1948.0
c61971eff233c9f1eb224b0b04024803,2020-01-03,2.0,8.0,30865.0
1a80a8aff4281afd21ddb1bb5f18887f,2020-01-03,6.0,21.0,36494.0
4a4f82e569fe495cfead0fb84aa6e3a7,2020-01-03,8.0,21.0,11826.0
b6e4a983df3f76e0a505b460564a738a,2020-01-03,7.0,20.0,1365.0
de658c13029a4c545716697139d1c7a9,2020-01-04,0.0,2.0,4424.0
36dbe732d8554dd4e7561c380055597d,2020-01-04,2.0,4.0,8347.0
f1e8453311f9f9e78b0f44958871a816,2020-01-04,3.0,11.0,66.0
eb798917a35b0920eb29b506b221e3e5,2020-01-04,5.0,8.0,2207.0
855d60fb1f25e75112f8b7e153fda659,2020-01-04,8.0,19.0,45393.0
a8170b5e5335794f5fd24e7dccb2f5ab,2020-01-04,10.0,25.0,4322.0
bd172ac59c42888f3e3a4e7d38aa7e21,2020-01-04,9.0,19.0,28836.0
0b66ef88610c1586ed409e7d37ca3b68,2020-01-04,3.0,14.0,21250.0
feb39a2555bc3a07bbdc1c59a779c7f4,2020-01-04,10.0,21.0,9091.0
4352134c1dde794f2d7e683689399be5,2020-01-04,0.0,4.0,49883.0
501ede485a268a104456e059152f06ee,2020-01-04,9.0,29.0,2586.0
cc864c9277f105ab188fe916c3666438,2020-01-04,5.0,9.0,16233.0
9d38967fa5129779e07a46521c6c2ab9,2020-01-04,6.0,18.0,20531.0
e1810892b40d66928abb7b930db25f73,2020-01-04,9.0,23.0,1372.0
2d176e763f436bd0a6c5fe5d907d537f,2020-01-04,2.0,8.0,10114.0
f4457dbb9f8f39b86b8108dd4b6e3a3a,2020-01-04,7.0,19.0,23724.0
07ee6946362e83fd5f50bd66c571522e,2020-01-04,4.0,22.0,63890.0
ac1ac6a0b5fcd918dedf8401d90f6229,2020-01-04,8.0,16.0,6540.0
8c20794bc00001127714b1494b8969df,2020-01-04,4.0,7.0,65.0
6918a8e9bcbfe6e24af801dbb8e8e2e9,2020-01-04,5.0,13.0,7909.0
51b23aa2d1d51cded6f4331d6734a1cb,2020-01-04,6.0,24.0,16722.0
c36b1f8b431c98cbf1c44c16c5da6501,2020-01-04,2.0,8.0,912.0
b64a78e9f812d50b66ebec871ac67fec,2020-01-04,10.0,26.0,26843.0
3ccafe8ac8b6e6ae44600283f4ad1db1,2020-01-04,8.0,26.0,16967.0
522c6eb54815285162fd55a8390c2885,2020-01-04,0.0,1.0,1052.0
67042aa78794f6d0731d2fa9679f7852,2020-01-04,0.0,5.0,43352.0
42cbef7d947eab1ca78d87708b3cb7a5,2020-01-04,10.0,30.0,1538.0
0edf14fe19de55d07dff21c4d813061e,2020-01-04,2.0,13.0,15361.0
3ad90a71087b40142bbfcd6d9fafd203,2020-01-04,0.0,,41123.0
76ecbb718baf7e1f0ae52e9413147507,2020-01-04,3.0,7.0,34254.0
145dc33aa2180485f3cddfda46602491,2020-01-04,4.0,16.0,59246.0
903412d55325b143bd8810bbefcc0e2a,2020-01-04,9.0,23.0,48691.0
0e77af727e6fe39492378c2e53d24612,2020-01-04,9.0,29.0,677.0
987b3d1583c29a79878d530647b5125d,2020-01-04,6.0,14.0,29485.0
ad94db07a8825dc936a36d08430986ab,2020-01-04,9.0,16.0,3714.0
6c2a3e4cd42c01a6f7f3ab73af9435be,2020-01-04,4.0,15.0,72929.0
1fe9694c3b22b8593edb2f58280009e9,2020-01-04,0.0,,965.0
b641380038382091064f7e42ad6992b7,2020-01-04,10.0,36.0,1792.0
7f6fb09a43c3f09c6a87028084672e6e,2020-01-04,10.0,18.0,5844.0
8bb08c07f1cd055eeec15f8eb13ec393,2020-01-04,2.0,9.0,54895.0
37404af30cadc5e7a213d35a7117b8f1,2020-01-04,5.0,18.0,64284.0
95fc26b988280ce2dbcbe9deba2363dc,2020-01-04,7.0,20.0,32399.0
a6728b78a502f81ba77c3f8d9fb8d8c9,2020-01-04,3.0,11.0,42251.0
33dca598840668e444db2d20b7e8d283,2020-01-04,6.0,14.0,59834.0
2cd4aed7b1d3e2a971de880d371a3e3e,2020-01-04,0.0,3.0,11126.0
9330f9e57ca84ddb8dc1c4c3a5d72ebd,2020-01-04,9.0,29.0,30291.0
c11326561424cec4563597f3c308435f,2020-01-04,5.0,13.0,2035.0
3120ceab3a82e5bb180a156ca1c0cc89,2020-01-04,3.0,16.0,37565.0
69e21e7c6428e7cea937e5fa2a42d610,2020-01-04,2.0,8.0,3625.0
6652cb712cf957781949b8021a29bdbb,2020-01-04,9.0,35.0,9260.0
17652561e37d2bf1ec32f84ff29350d8,2020-01-04,5.0,18.0,21516.0
4df3431548dae6b2681315ae2584f89c,2020-01-04,1.0,9.0,39619.0
33ac04dfd386ef3e15d9b3608be0c568,2020-01-04,6.0,20.0,13780.0
d4cf06609ee9b5a47a6b20b93d5afb71,2020-01-04,3.0,8.0,29169.0
6f15f25bcf0479be9332260428da1b3b,2020-01-04,8.0,15.0,4709.0
7a1fc0259224764b67e0b329cde89735,2020-01-04,6.0,19.0,23711.0
0d2d99c6c585a7eec8bc37b4695d3ab5,2020-01-04,5.0,14.0,3602.0
99aebe652f1d0692bbe42e5c7c99b522,2020-01-04,7.0,22.0,19090.0
c05c465ca03ccb5c6e1279212639ac4e,2020-01-04,6.0,11.0,6315.0
b87b2d1dfeff64a4a187911462f86156,2020-01-04,6.0,16.0,16899.0
44b01b50eb86ef6b2ce05d3570e24ddd,2020-01-04,0.0,1.0,14256.0
510586ffbc8aed309e30ba1bdc25b83c,2020-01-04,2.0,11.0,3869.0
20311a064892479c1034efab239fe4d6,2020-01-04,8.0,25.0,33512.0
647c869016de9bba1490a7181fe3efd6,2020-01-04,0.0,2.0,21280.0
778d026c54964aa19de340ab3efba475,2020-01-04,3.0,6.0,46645.0
52a83decadb17ed977fef0faa775ed88,2020-01-04,8.0,23.0,3414.0
704a0b2dacd810be65a324c7d113b2fd,2020-01-04,10.0,31.0,4568.0
ef7d65cbb5dbf161c4019589a3bef9e6,2020-01-04,2.0,5.0,41940.0
677ede5e2232f6a03c01449d47ac7f82,2020-01-04,5.0,22.0,19469.0
7732c6a82c5b10e36e815e9f367b8cd4,2020-01-04,9.0,23.0,11214.0
a4a812edc4e1492c4aab60b271318f07,2020-01-04,6.0,15.0,4431.0
99c379fae616b15160308f91cb4fb812,2020-01-04,9.0,30.0,44782.0
fa4ab2d9522bf510f5cef112e2eb0d0b,2020-01-04,2.0,5.0,13969.0
1fb9ef02f8c2afc64ed62ce4cc4f2624,2020-01-04,8.0,15.0,197.0
fb9fc80302bb2f58e156820d758db784,2020-01-04,1.0,9.0,18607.0
51cd9bac0176c21ece6f2c2acd5bac2d,2020-01-04,10.0,21.0,2984.0
d7f1dbd640bcb420b359d7a6692ff987,2020-01-04,2.0,6.0,51392.0
96f2ed4830d963a2acd030ea77456926,2020-01-04,0.0,,10949.0
f9b626dfb00a4255368ed37b4287dba5,2020-01-04,9.0,23.0,8550.0
277007d998bd7063726b45b9ca5440d8,2020-01-04,5.0,13.0,38275.0
d6657b22c1d6541f10a8f4a41237bd8f,2020-01-04,2.0,8.0,61832.0
bc98068a749d9dddf2cd1d6376f0fdf2,2020-01-04,0.0,1.0,1278.0
1e2d0e50eda3616f07fbb63fadbaf806,2020-01-04,1.0,7.0,69020.0
497dede2a9c02a5a7454374bac7a4ccc,2020-01-04,2.0,6.0,12554.0
f4df05ca104d0b77d4a71331306d3bcc,2020-01-04,1.0,4.0,17160.0
c26d2fc05468959086c77cf74f96f6ce,2020-01-04,1.0,8.0,42467.0
213e9c4419e98581ce2a6efcccc1c8f8,2020-01-04,6.0,10.0,4406.0
0c67d62edea0fcef0d7bdc31c90337a4,2020-01-04,4.0,7.0,20843.0
b216e10a2a61e372bca6a06d9bd61ff6,2020-01-04,9.0,28.0,52513.0
3601d564ee6fcf5f3381119a806f6bb1,2020-01-04,1.0,1.0,9500.0
fe6c71f4f9b288a1f3ef8140a0568dc2,2020-01-04,3.0,5.0,48668.0
2b5366eec0b1e48d406eafd523f9ba5f,2020-01-04,4.0,9.0,21197.0
33f3954d5aac1bd5ff353933b1245599,2020-01-04,9.0,27.0,6673.0
cebd6407fccccf7440fdfc4d2a6942cd,2020-01-04,5.0,17.0,6758.0
b956478195e359436602279574793d63,2020-01-04,6.0,12.0,232.0
9b2d25096ba47243faa764fb925b189e,2020-01-04,10.0,22.0,19178.0
6304110c376cc1147f71e573191b9902,2020-01-04,7.0,20.0,19098.0
832061a09ee6446d78fd1ba21f8f6b10,2020-01-04,7.0,21.0,35427.0
e1ab88f8529b1ba7a960823135155fe4,2020-01-04,0.0,5.0,12216.0
00d2603a9f43108d8d3ba9b458ed06cb,2020-01-04,0.0,,59087.0
0900559fd6f803521a17901632196f54,2020-01-04,7.0,16.0,44771.0
7bad256592a5aa19cb793b5b6eb6d813,2020-01-04,5.0,15.0,21315.0
d253d59e28806917ca2eb00a70fb676a,2020-01-04,3.0,11.0,23147.0
7a8534836957cffca3a9c2fd3effd60d,2020-01-04,8.0,23.0,38451.0
73a2ed06ecc29ea7b202992a25c30458,2020-01-04,3.0,6.0,1762.0
729f240c54353432874371830dece446,2020-01-04,1.0,7.0,45338.0
297368ca0a55c2e908d5ec8fa25c336a,2020-01-05,6.0,25.0,29085.0
84e7123c2918b0545e9c8ab011a6892d,2020-01-05,5.0,15.0,6926.0
b2633b794be1984f4871309bb473d143,2020-01-05,7.0,19.0,79807.0
83dd6195e4d35643258d47797c934f12,2020-01-05,10.0,36.0,29608.0
79c20116b5ab42429e78aaebca81aac9,2020-01-05,10.0,33.0,33589.0
a0e5e0d63b5f00e1f90f54562a3e808a,2020-01-05,6.0,17.0,48716.0
f1fb65625b71b0ba94be7f905af8661a,2020-01-05,7.0,27.0,39315.0
1bc88a09e966af4f4486a17931e14b85,2020-01-05,0.0,1.0,61733.0
dce40150b1ab467eac66faff83e72ff4,2020-01-05,2.0,11.0,41406.0
1f6cec658d09d3a206bacac6e494b40b,2020-01-05,6.0,15.0,30883.0
6d0644346970d3798269b18e269b254f,2020-01-05,1.0,1.0,22588.0
a1909472a85c047f4155cb13fdfd6482,2020-01-05,7.0,16.0,19912.0
f24ab4cd43f7ed26c7ca7ba25d23c645,2020-01-05,7.0,28.0,32042.0
00ca3ed843822c4c7e134a3e16f09b10,2020-01-05,5.0,18.0,19554.0
68072bdc97559180689adbe97bbe950b,2020-01-05,2.0,5.0,45950.0
9c355a0fc03fbc86d4fe7d6de1e23471,2020-01-05,8.0,21.0,26886.0
ae89115a59ca5c738bffbca379f8328b,2020-01-05,4.0,18.0,43650.0
9afd2e538fba60ca0cacfdd8d22d9969,2020-01-05,6.0,18.0,28162.0
76e993b2e085f4236db179369876e636,2020-01-05,7.0,23.0,30845.0
dbc97f02b7678d18a6209992163f1261,2020-01-05,7.0,31.0,45309.0
66a3cbdce5c72e285c5a7cd2b932a35f,2020-01-05,8.0,32.0,23296.0
8d21a38bd80894dcb22d033bde4fd33f,2020-01-05,1.0,6.0,39478.0
67b428d22d4767e7745e0b276d3d3348,2020-01-05,2.0,9.0,2028.0
1c7d24dc1cd8831461088361dac7e7a0,2020-01-05,7.0,18.0,18169.0
9cbf339d56359fe929611f4a1986f810,2020-01-05,9.0,27.0,63150.0
b13d604e1eb30460f80067e6e4c8fbdf,2020-01-05,1.0,8.0,41641.0
